orf_id	ensembl_gene_id	ensembl_gene_id_version	ensembl_protein_id
10738	ENSG00000025796	14	ENSP00000357998.4
10746	ENSG00000163406	11	ENSP00000417085.1
10747	ENSG00000198689	13	ENSP00000359729.4
10751	ENSG00000241935	9	ENSP00000359680.4
10794	ENSG00000157450	16	ENSP00000288199.5
10798	ENSG00000136603	15	ENSP00000259119.4
10812	ENSG00000178567	8	ENSP00000406027.1
10818	ENSG00000163378	14	ENSP00000295571.5
10820	ENSG00000196482	18	ENSP00000500992.1
10821	ENSG00000139714	12	ENSP00000347486.3
10823	ENSG00000124171	9	ENSP00000360672.2
10844	ENSG00000111424	12	ENSP00000449573.2
10849	ENSG00000186106	11	ENSP00000335287.3
10851	ENSG00000077092	20	ENSP00000332296.4
10855	ENSG00000116017	11	ENSP00000263620.2
10876	ENSG00000143442	23	ENSP00000515215.1
10882	ENSG00000121406	9	ENSP00000365407.2
10884	ENSG00000159267	17	ENSP00000338387.3
10885	ENSG00000134532	20	ENSP00000493866.1
10904	ENSG00000171840	13	ENSP00000307552.5
10906	ENSG00000127328	22	ENSP00000368092.6
10937	ENSG00000205838	15	ENSP00000422188.1
10950	ENSG00000174460	4	ENSP00000308921.2
10996	ENSG00000146109	5	ENSP00000274849.1
11013	ENSG00000138738	11	ENSP00000377955.2
11032	ENSG00000167996	16	ENSP00000273550.7
11060	ENSG00000171160	18	ENSP00000307636.6
11089	ENSG00000167580	8	ENSP00000199280.3
11091	ENSG00000116199	12	ENSP00000263733.4
11100	ENSG00000196470	12	ENSP00000349156.3
11101	ENSG00000139567	13	ENSP00000373574.4
11110	ENSG00000171847	11	ENSP00000445418.1
11130	ENSG00000175782	11	ENSP00000381089.2
11132	ENSG00000063245	15	ENSP00000085079.6
11163	ENSG00000151338	21	ENSP00000438319.2
11167	ENSG00000153714	6	ENSP00000321026.3
11175	ENSG00000110906	13	ENSP00000228495.6
11190	ENSG00000164877	19	ENSP00000297508.7
11204	ENSG00000158691	15	ENSP00000354305.1
11229	ENSG00000140859	16	ENSP00000454659.1
11238	ENSG00000143641	10	ENSP00000355632.4
11256	ENSG00000029725	17	ENSP00000445408.2
11275	ENSG00000148672	10	ENSP00000277865.4
11288	ENSG00000164463	12	ENSP00000296953.2
11297	ENSG00000073282	14	ENSP00000264731.3
11304	ENSG00000164649	20	ENSP00000383986.3
11305	ENSG00000036257	14	ENSP00000264414.4
11317	ENSG00000116754	14	ENSP00000359989.1
11329	ENSG00000177301	16	ENSP00000358785.3
11340	ENSG00000278570	5	ENSP00000479254.1
11356	ENSG00000260220	7	ENSP00000457438.2
11373	ENSG00000213203	3	ENSP00000302833.5
11374	ENSG00000102218	6	ENSP00000218340.3
11381	ENSG00000143119	14	ENSP00000271324.5
11386	ENSG00000161217	12	ENSP00000394617.1
11403	ENSG00000119772	19	ENSP00000324375.5
11407	ENSG00000139083	11	ENSP00000379658.3
11411	ENSG00000004534	15	ENSP00000393530.1
11412	ENSG00000132612	16	ENSP00000254950.11
11423	ENSG00000234616	9	ENSP00000482410.1
11435	ENSG00000174099	12	ENSP00000312274.6
11443	ENSG00000183287	15	ENSP00000404464.2
11451	ENSG00000129295	10	ENSP00000484634.1
11452	ENSG00000181404	18	ENSP00000512441.1
11461	ENSG00000117758	14	ENSP00000363054.4
11503	ENSG00000184584	14	ENSP00000331288.4
11508	ENSG00000215193	14	ENSP00000382648.4
11539	ENSG00000186453	13	ENSP00000295150.3
11556	ENSG00000187244	12	ENSP00000270233.5
11563	ENSG00000077522	15	ENSP00000355537.4
11567	ENSG00000106052	14	ENSP00000379612.2
11570	ENSG00000204104	12	ENSP00000375851.3
11572	ENSG00000107404	21	ENSP00000368169.5
11579	ENSG00000198353	8	ENSP00000399808.2
11582	ENSG00000124214	21	ENSP00000360922.2
11596	ENSG00000169592	15	ENSP00000457016.1
11603	ENSG00000134138	22	ENSP00000341400.4
11611	ENSG00000164754	16	ENSP00000297338.2
11621	ENSG00000122033	15	ENSP00000370512.3
11629	ENSG00000138696	11	ENSP00000426617.1
11648	ENSG00000140262	18	ENSP00000331057.6
11670	ENSG00000141469	18	ENSP00000318546.4
11671	ENSG00000198690	10	ENSP00000499742.1
11685	ENSG00000126218	12	ENSP00000364709.3
11688	ENSG00000166170	12	ENSP00000299204.4
11699	ENSG00000099814	17	ENSP00000451249.1
11723	ENSG00000112578	10	ENSP00000230340.4
11745	ENSG00000090238	12	ENSP00000381821.1
11746	ENSG00000213024	13	ENSP00000305503.3
11786	ENSG00000204217	16	ENSP00000363708.4
11788	ENSG00000115274	15	ENSP00000233331.7
11791	ENSG00000130363	13	ENSP00000356036.1
11798	ENSG00000126804	14	ENSP00000506911.1
11800	ENSG00000136238	20	ENSP00000258737.7
11805	ENSG00000166949	17	ENSP00000332973.4
11816	ENSG00000184012	14	ENSP00000330330.5
11817	ENSG00000140259	7	ENSP00000267812.3
11830	ENSG00000182481	10	ENSP00000332455.3
11832	ENSG00000142867	14	ENSP00000498104.1
11837	ENSG00000160877	7	ENSP00000292431.3
11843	ENSG00000178726	7	ENSP00000366307.2
11847	ENSG00000162729	14	ENSP00000316664.7
11853	ENSG00000138035	15	ENSP00000400646.2
11866	ENSG00000115085	15	ENSP00000264972.5
11872	ENSG00000140416	24	ENSP00000334624.4
11895	ENSG00000186510	12	ENSP00000364844.1
11907	ENSG00000101871	17	ENSP00000312678.4
11913	ENSG00000169548	3	ENSP00000302855.3
11922	ENSG00000122180	5	ENSP00000241651.4
11924	ENSG00000037965	6	ENSP00000040584.4
11929	ENSG00000160741	17	ENSP00000357622.1
11933	ENSG00000012061	16	ENSP00000013807.4
11938	ENSG00000180806	5	ENSP00000302836.4
11943	ENSG00000158825	6	ENSP00000364212.3
11965	ENSG00000123562	18	ENSP00000391969.2
11971	ENSG00000106483	12	ENSP00000410715.2
11973	ENSG00000103591	13	ENSP00000261880.5
11984	ENSG00000112237	13	ENSP00000428982.1
12007	ENSG00000116251	11	ENSP00000346088.3
12016	ENSG00000157227	14	ENSP00000308208.6
12023	ENSG00000067715	15	ENSP00000261205.4
12025	ENSG00000180644	8	ENSP00000398568.1
12036	ENSG00000165730	16	ENSP00000298596.6
12040	ENSG00000114638	8	ENSP00000264234.3
12043	ENSG00000091651	9	ENSP00000219097.2
12052	ENSG00000181404	18	ENSP00000512441.1
12100	ENSG00000126785	13	ENSP00000316729.3
12118	ENSG00000132423	12	ENSP00000254759.3
12123	ENSG00000242259	9	ENSP00000382474.5
12129	ENSG00000168591	16	ENSP00000350672.3
12130	ENSG00000104490	18	ENSP00000220931.6
12132	ENSG00000172534	14	ENSP00000309555.7
12141	ENSG00000166734	20	ENSP00000299957.6
12160	ENSG00000188368	11	ENSP00000472962.1
12165	ENSG00000165071	15	ENSP00000349296.3
12188	ENSG00000180448	11	ENSP00000316772.2
12228	ENSG00000165138	18	ENSP00000364159.2
12230	ENSG00000146112	12	ENSP00000274853.3
12260	ENSG00000106089	12	ENSP00000222812.3
12265	ENSG00000102003	12	ENSP00000263233.4
12279	ENSG00000172346	15	ENSP00000302485.7
12295	ENSG00000105518	14	ENSP00000346954.4
12303	ENSG00000120370	14	ENSP00000356736.2
12333	ENSG00000197381	18	ENSP00000015877.6
12339	ENSG00000110367	14	ENSP00000442266.1
12343	ENSG00000134371	14	ENSP00000356405.4
12368	ENSG00000135211	6	ENSP00000257663.3
12385	ENSG00000160783	19	ENSP00000357260.3
12387	ENSG00000166886	13	ENSP00000300131.3
12430	ENSG00000162300	13	ENSP00000294258.3
12435	ENSG00000136754	18	ENSP00000365309.2
12437	ENSG00000043143	22	ENSP00000354425.2
12438	ENSG00000056558	11	ENSP00000362994.3
12452	ENSG00000104756	16	ENSP00000221200.4
12527	ENSG00000171135	15	ENSP00000496942.1
12535	ENSG00000213689	14	ENSP00000486676.2
12541	ENSG00000223501	9	ENSP00000409952.2
12545	ENSG00000068438	15	ENSP00000326948.2
12549	ENSG00000196976	8	ENSP00000349923.4
12554	ENSG00000173372	18	ENSP00000363773.3
12568	ENSG00000171953	16	ENSP00000417190.2
12573	ENSG00000175084	13	ENSP00000363071.3
12585	ENSG00000130598	17	ENSP00000371336.1
12587	ENSG00000196715	7	ENSP00000353998.2
12590	ENSG00000221838	10	ENSP00000352603.4
12626	ENSG00000170037	14	ENSP00000456335.1
12632	ENSG00000080189	15	ENSP00000361304.5
12638	ENSG00000019582	17	ENSP00000230685.6
12653	ENSG00000145982	13	ENSP00000274680.4
12657	ENSG00000160226	16	ENSP00000381047.3
12685	ENSG00000164080	14	ENSP00000410283.1
12686	ENSG00000100320	24	ENSP00000391670.2
12696	ENSG00000168517	11	ENSP00000466200.2
12705	ENSG00000137868	19	ENSP00000378537.4
12739	ENSG00000065135	12	ENSP00000358867.4
12746	ENSG00000149922	12	ENSP00000378650.2
12765	ENSG00000233608	4	ENSP00000482581.1
12792	ENSG00000160410	15	ENSP00000291842.4
12801	ENSG00000005075	16	ENSP00000292614.5
12806	ENSG00000151239	14	ENSP00000448750.1
12825	ENSG00000171217	5	ENSP00000356133.3
12834	ENSG00000162599	18	ENSP00000360229.3
12844	ENSG00000155329	12	ENSP00000423276.1
12861	ENSG00000183888	4	ENSP00000332162.2
12865	ENSG00000145675	16	ENSP00000338554.5
12868	ENSG00000182247	11	ENSP00000379931.1
12877	ENSG00000137955	16	ENSP00000317473.3
12904	ENSG00000116120	11	ENSP00000281828.6
12918	ENSG00000164414	19	ENSP00000358565.4
12919	ENSG00000149798	5	ENSP00000279249.2
12920	ENSG00000124145	6	ENSP00000361818.3
12927	ENSG00000132122	12	ENSP00000360909.3
12936	ENSG00000021488	13	ENSP00000023064.3
13022	ENSG00000183918	18	ENSP00000360181.5
13067	ENSG00000117475	14	ENSP00000356782.3
13108	ENSG00000110079	19	ENSP00000338648.4
13113	ENSG00000124370	11	ENSP00000244217.5
13114	ENSG00000103569	10	ENSP00000219919.4
13125	ENSG00000129460	17	ENSP00000386134.3
13142	ENSG00000006659	13	ENSP00000375905.2
13149	ENSG00000169551	13	ENSP00000276241.6
13167	ENSG00000168301	13	ENSP00000384948.3
13182	ENSG00000147601	15	ENSP00000276602.6
13199	ENSG00000158296	14	ENSP00000279027.4
13206	ENSG00000136305	12	ENSP00000451089.1
13211	ENSG00000136770	11	ENSP00000366179.3
13215	ENSG00000169519	21	ENSP00000385507.3
13219	ENSG00000164294	14	ENSP00000423822.1
13227	ENSG00000277586	4	ENSP00000482169.2
13235	ENSG00000029534	22	ENSP00000319123.8
13286	ENSG00000173467	9	ENSP00000308606.2
13295	ENSG00000137561	5	ENSP00000260116.4
13314	ENSG00000086506	3	ENSP00000199708.2
13318	ENSG00000125888	15	ENSP00000246090.5
13320	ENSG00000134086	9	ENSP00000344757.2
13326	ENSG00000146007	11	ENSP00000274712.2
13341	ENSG00000197061	5	ENSP00000367034.3
13363	ENSG00000089916	18	ENSP00000450657.1
13378	ENSG00000134333	14	ENSP00000395337.3
13423	ENSG00000136158	12	ENSP00000366306.1
13479	ENSG00000010361	14	ENSP00000435177.1
13502	ENSG00000167653	5	ENSP00000301258.4
13540	ENSG00000244045	13	ENSP00000292114.3
13542	ENSG00000177238	14	ENSP00000312675.3
13548	ENSG00000131080	15	ENSP00000363851.3
13554	ENSG00000168237	18	ENSP00000389175.2
13559	ENSG00000143603	19	ENSP00000354764.4
13561	ENSG00000179455	10	ENSP00000313881.3
13563	ENSG00000213995	12	ENSP00000504986.1
13571	ENSG00000196584	4	ENSP00000352271.1
13579	ENSG00000104835	15	ENSP00000221431.6
13585	ENSG00000167578	18	ENSP00000349560.2
13592	ENSG00000170477	13	ENSP00000448220.1
13597	ENSG00000167131	17	ENSP00000391692.2
13600	ENSG00000131737	7	ENSP00000377570.3
13612	ENSG00000197172	11	ENSP00000329199.5
13628	ENSG00000134545	14	ENSP00000352064.3
13657	ENSG00000121068	14	ENSP00000240328.3
13662	ENSG00000197191	7	ENSP00000498316.1
13689	ENSG00000035862	12	ENSP00000262768.6
13721	ENSG00000147596	4	ENSP00000276594.2
13767	ENSG00000144381	18	ENSP00000373620.3
13768	ENSG00000024048	11	ENSP00000361994.2
13790	ENSG00000174697	5	ENSP00000312652.4
13791	ENSG00000254997	4	ENSP00000431443.3
13795	ENSG00000005102	14	ENSP00000321684.4
13796	ENSG00000223609	11	ENSP00000497529.1
13813	ENSG00000160202	7	ENSP00000291554.2
13830	ENSG00000233816	4	ENSP00000394494.2
13831	ENSG00000182533	7	ENSP00000341940.2
13835	ENSG00000070193	5	ENSP00000264664.4
13850	ENSG00000135222	7	ENSP00000341030.3
13874	ENSG00000165471	7	ENSP00000502789.1
13876	ENSG00000172680	1	ENSP00000310722.1
13913	ENSG00000168939	13	ENSP00000511806.1
13916	ENSG00000120457	12	ENSP00000433295.1
13919	ENSG00000143614	11	ENSP00000357644.4
13939	ENSG00000170442	12	ENSP00000444533.1
13943	ENSG00000124827	7	ENSP00000368805.4
13953	ENSG00000171954	13	ENSP00000269703.1
13954	ENSG00000151079	8	ENSP00000280684.3
13969	ENSG00000160185	15	ENSP00000291535.6
13989	ENSG00000128710	6	ENSP00000249501.4
14011	ENSG00000164822	5	ENSP00000297436.2
14012	ENSG00000163606	11	ENSP00000311035.3
14015	ENSG00000162409	12	ENSP00000360290.4
14019	ENSG00000178538	10	ENSP00000314407.4
14023	ENSG00000166407	14	ENSP00000338207.3
14031	ENSG00000100652	5	ENSP00000216540.4
14048	ENSG00000088782	5	ENSP00000371825.3
14057	ENSG00000212899	3	ENSP00000375428.1
14087	ENSG00000162624	16	ENSP00000294638.5
14117	ENSG00000079805	19	ENSP00000347890.6
14122	ENSG00000185920	18	ENSP00000449745.1
14153	ENSG00000165699	15	ENSP00000386093.1
14158	ENSG00000111237	19	ENSP00000353786.7
14202	ENSG00000118503	17	ENSP00000237289.4
14208	ENSG00000076513	17	ENSP00000474172.1
14215	ENSG00000167768	4	ENSP00000252244.3
14217	ENSG00000135903	20	ENSP00000258387.5
14221	ENSG00000134504	14	ENSP00000464170.1
14232	ENSG00000157168	20	ENSP00000433289.1
14249	ENSG00000167889	13	ENSP00000301618.4
14251	ENSG00000196843	17	ENSP00000400785.1
14269	ENSG00000196391	11	ENSP00000346348.3
14273	ENSG00000164056	11	ENSP00000498292.1
14309	ENSG00000126524	12	ENSP00000246868.2
14311	ENSG00000038945	15	ENSP00000262101.5
14318	ENSG00000068615	20	ENSP00000165698.5
14319	ENSG00000198625	14	ENSP00000356150.3
14338	ENSG00000137210	14	ENSP00000368858.5
14364	ENSG00000260287	4	ENSP00000456861.1
14377	ENSG00000163098	6	ENSP00000412957.1
14387	ENSG00000188312	14	ENSP00000364737.3
14396	ENSG00000122643	23	ENSP00000476480.2
14398	ENSG00000178104	21	ENSP00000316434.9
14404	ENSG00000185594	7	ENSP00000328149.3
14408	ENSG00000152076	19	ENSP00000386294.3
14410	ENSG00000138867	17	ENSP00000405985.1
14421	ENSG00000135249	8	ENSP00000257700.2
14440	ENSG00000176531	11	ENSP00000471158.1
14441	ENSG00000125447	18	ENSP00000446421.2
14444	ENSG00000106617	15	ENSP00000376549.2
14447	ENSG00000144228	9	ENSP00000280098.4
14458	ENSG00000161594	7	ENSP00000293303.4
14468	ENSG00000196511	15	ENSP00000353165.3
14495	ENSG00000155313	16	ENSP00000285679.6
14497	ENSG00000089876	12	ENSP00000284690.3
14498	ENSG00000168140	5	ENSP00000306864.3
14534	ENSG00000147894	17	ENSP00000369339.3
14577	ENSG00000168685	15	ENSP00000306157.3
14596	ENSG00000156097	13	ENSP00000432456.1
14613	ENSG00000012048	24	ENSP00000417148.1
14642	ENSG00000105576	16	ENSP00000349321.4
14650	ENSG00000150776	18	ENSP00000432188.1
14656	ENSG00000185963	14	ENSP00000349351.6
14673	ENSG00000091140	15	ENSP00000205402.3
14679	ENSG00000123080	12	ENSP00000360826.3
14681	ENSG00000147416	11	ENSP00000276390.2
14691	ENSG00000131023	13	ENSP00000444678.1
14795	ENSG00000182885	17	ENSP00000332900.4
14830	ENSG00000123349	15	ENSP00000334188.4
14862	ENSG00000167110	19	ENSP00000416097.4
14864	ENSG00000146457	16	ENSP00000479438.1
14872	ENSG00000087111	22	ENSP00000309430.7
14879	ENSG00000184402	15	ENSP00000359885.5
14887	ENSG00000147421	18	ENSP00000287701.10
14891	ENSG00000074266	23	ENSP00000338186.5
14908	ENSG00000196553	15	ENSP00000490936.1
14910	ENSG00000113924	12	ENSP00000283871.5
14935	ENSG00000244395	6	ENSP00000399181.2
14957	ENSG00000165828	15	ENSP00000416126.2
14959	ENSG00000198223	18	ENSP00000370940.3
14966	ENSG00000170421	13	ENSP00000509398.1
14968	ENSG00000106012	18	ENSP00000385597.2
14973	ENSG00000186081	12	ENSP00000252242.4
14983	ENSG00000197256	11	ENSP00000465650.1
14996	ENSG00000204304	12	ENSP00000364190.3
15010	ENSG00000187595	18	ENSP00000497108.1
15065	ENSG00000153094	24	ENSP00000376943.2
15066	ENSG00000147231	14	ENSP00000361628.4
52589	ENSG00000244362	3	ENSP00000334696.2
52604	ENSG00000188038	8	ENSP00000342411.3
52607	ENSG00000187556	8	ENSP00000341992.4
52634	ENSG00000166569	8	ENSP00000299721.3
52638	ENSG00000143158	11	ENSP00000271373.4
52655	ENSG00000102007	11	ENSP00000365505.5
52659	ENSG00000177551	5	ENSP00000322087.3
52678	ENSG00000120327	7	ENSP00000239449.4
52694	ENSG00000168263	9	ENSP00000371514.3
52699	ENSG00000164010	15	ENSP00000361595.2
52744	ENSG00000143858	12	ENSP00000356237.4
52758	ENSG00000180884	10	ENSP00000474130.1
52781	ENSG00000152359	15	ENSP00000399481.2
52785	ENSG00000182040	9	ENSP00000480279.1
52802	ENSG00000169379	17	ENSP00000377769.3
52806	ENSG00000177689	10	ENSP00000368304.1
52828	ENSG00000197566	10	ENSP00000310472.7
52849	ENSG00000163126	15	ENSP00000321679.4
52859	ENSG00000128596	17	ENSP00000417931.1
52866	ENSG00000170956	17	ENSP00000349971.3
52879	ENSG00000100603	14	ENSP00000261531.8
52891	ENSG00000164107	9	ENSP00000352565.4
52903	ENSG00000284194	3	ENSP00000379046.4
52912	ENSG00000129159	9	ENSP00000368785.3
52920	ENSG00000189067	14	ENSP00000483114.1
52936	ENSG00000165646	14	ENSP00000496339.1
52938	ENSG00000129167	10	ENSP00000508368.1
52942	ENSG00000170296	10	ENSP00000306866.5
52949	ENSG00000186638	17	ENSP00000368472.3
52950	ENSG00000115808	12	ENSP00000263918.4
52956	ENSG00000198931	11	ENSP00000367615.3
52971	ENSG00000065491	8	ENSP00000362590.3
52977	ENSG00000177096	9	ENSP00000312753.3
52988	ENSG00000019186	10	ENSP00000379285.3
52993	ENSG00000113790	11	ENSP00000231887.3
53010	ENSG00000105866	15	ENSP00000222584.3
53025	ENSG00000198081	11	ENSP00000499212.1
53030	ENSG00000170264	13	ENSP00000385893.3
53031	ENSG00000142619	4	ENSP00000364609.3
53044	ENSG00000198920	11	ENSP00000355250.3
53053	ENSG00000204536	15	ENSP00000365442.5
53065	ENSG00000136634	7	ENSP00000412237.1
53089	ENSG00000240505	9	ENSP00000462952.1
53090	ENSG00000120742	11	ENSP00000239944.2
53113	ENSG00000170276	6	ENSP00000302476.3
53212	ENSG00000065371	18	ENSP00000385919.3
53219	ENSG00000155890	4	ENSP00000286349.3
53235	ENSG00000124562	10	ENSP00000244520.5
53238	ENSG00000142961	16	ENSP00000315113.3
53281	ENSG00000068976	14	ENSP00000164139.3
53344	ENSG00000155158	20	ENSP00000422496.2
53412	ENSG00000140961	14	ENSP00000376983.1
53456	ENSG00000160602	14	ENSP00000268766.6
53479	ENSG00000091010	6	ENSP00000495718.1
53508	ENSG00000170509	12	ENSP00000333300.4
53524	ENSG00000182318	6	ENSP00000332433.3
53536	ENSG00000215790	9	ENSP00000246421.4
53595	ENSG00000134516	20	ENSP00000429283.3
53604	ENSG00000099860	9	ENSP00000215631.3
53625	ENSG00000183304	10	ENSP00000370391.3
53626	ENSG00000187170	6	ENSP00000357766.1
53651	ENSG00000177565	19	ENSP00000413251.3
53657	ENSG00000049768	18	ENSP00000365380.4
53675	ENSG00000179083	7	ENSP00000507109.1
53702	ENSG00000182107	7	ENSP00000450842.1
53737	ENSG00000170819	5	ENSP00000304987.2
53738	ENSG00000188011	5	ENSP00000345374.3
53744	ENSG00000198390	5	ENSP00000347635.2
53777	ENSG00000158815	11	ENSP00000352414.3
53785	ENSG00000185900	11	ENSP00000331258.5
53798	ENSG00000169599	13	ENSP00000387219.3
53802	ENSG00000215114	10	ENSP00000382507.2
53820	ENSG00000110244	7	ENSP00000350425.3
53833	ENSG00000100065	15	ENSP00000251973.5
53836	ENSG00000130957	5	ENSP00000364486.3
53842	ENSG00000137575	12	ENSP00000260130.4
53851	ENSG00000188467	11	ENSP00000341550.3
53886	ENSG00000104964	15	ENSP00000221561.7
53890	ENSG00000105369	10	ENSP00000221972.3
53921	ENSG00000054392	13	ENSP00000261458.3
53941	ENSG00000172977	13	ENSP00000366245.3
53942	ENSG00000162924	16	ENSP00000377989.4
53964	ENSG00000008441	19	ENSP00000467785.1
53965	ENSG00000099956	20	ENSP00000383984.3
53991	ENSG00000239886	5	ENSP00000366950.3
54043	ENSG00000172782	13	ENSP00000481684.1
54046	ENSG00000119326	15	ENSP00000320434.4
54054	ENSG00000196437	12	ENSP00000375993.2
54082	ENSG00000105618	14	ENSP00000324122.4
54097	ENSG00000130700	7	ENSP00000252997.2
54115	ENSG00000112365	6	ENSP00000230122.4
54139	ENSG00000186838	15	ENSP00000333956.4
54142	ENSG00000102837	7	ENSP00000219022.2
54148	ENSG00000147044	23	ENSP00000495291.2
54167	ENSG00000048392	13	ENSP00000251810.3
54175	ENSG00000122859	5	ENSP00000242462.4
54230	ENSG00000135517	9	ENSP00000498622.1
54271	ENSG00000115593	15	ENSP00000393453.2
54276	ENSG00000101200	5	ENSP00000369647.3
54296	ENSG00000171401	15	ENSP00000246635.3
54308	ENSG00000057294	17	ENSP00000342800.5
54326	ENSG00000158813	18	ENSP00000363680.4
54341	ENSG00000070159	14	ENSP00000363667.1
54354	ENSG00000212721	4	ENSP00000375232.2
54355	ENSG00000108001	16	ENSP00000357637.3
54364	ENSG00000168412	7	ENSP00000302811.5
54406	ENSG00000181585	7	ENSP00000494576.2
54416	ENSG00000171517	6	ENSP00000359643.3
54426	ENSG00000198466	12	ENSP00000345479.4
54459	ENSG00000181481	14	ENSP00000328340.5
54484	ENSG00000102879	17	ENSP00000219150.6
54492	ENSG00000170128	5	ENSP00000301917.2
54625	ENSG00000112624	13	ENSP00000313933.4
54642	ENSG00000126016	17	ENSP00000305557.1
54647	ENSG00000009790	15	ENSP00000355992.3
54667	ENSG00000183640	6	ENSP00000332805.4
54668	ENSG00000204889	11	ENSP00000366984.4
54690	ENSG00000130950	15	ENSP00000253262.4
54692	ENSG00000290292	10	ENSP00000350049.4
54699	ENSG00000184033	14	ENSP00000332602.2
54736	ENSG00000198218	12	ENSP00000378830.2
54741	ENSG00000126945	9	ENSP00000361927.2
54777	ENSG00000189057	11	ENSP00000341565.3
54784	ENSG00000084734	9	ENSP00000264717.2
54816	ENSG00000113318	11	ENSP00000265081.6
54835	ENSG00000138081	22	ENSP00000385398.1
54847	ENSG00000123500	10	ENSP00000498802.1
54855	ENSG00000187223	4	ENSP00000357773.1
54869	ENSG00000182591	6	ENSP00000330720.4
54901	ENSG00000186628	12	ENSP00000335651.8
54914	ENSG00000198650	11	ENSP00000348234.4
54957	ENSG00000166348	20	ENSP00000505692.1
54965	ENSG00000183783	7	ENSP00000353129.3
55014	ENSG00000012779	12	ENSP00000363512.2
55026	ENSG00000112837	17	ENSP00000358677.4
55030	ENSG00000196792	12	ENSP00000347909.5
55039	ENSG00000146054	18	ENSP00000274773.7
55045	ENSG00000131061	15	ENSP00000364346.1
55128	ENSG00000136492	10	ENSP00000259008.2
55150	ENSG00000119684	16	ENSP00000370355.3
55162	ENSG00000151849	16	ENSP00000371308.4
55222	ENSG00000163817	17	ENSP00000346298.4
55237	ENSG00000264343	7	ENSP00000354929.6
55246	ENSG00000100504	17	ENSP00000216392.7
55247	ENSG00000089127	15	ENSP00000415721.2
55254	ENSG00000152475	7	ENSP00000471478.1
55307	ENSG00000104611	12	ENSP00000265807.3
55321	ENSG00000140718	21	ENSP00000417843.1
55327	ENSG00000188807	13	ENSP00000344772.5
55351	ENSG00000143514	18	ENSP00000375750.2
55390	ENSG00000105750	15	ENSP00000342340.5
55406	ENSG00000184507	17	ENSP00000329448.4
55475	ENSG00000130475	16	ENSP00000473001.1
55531	ENSG00000137074	20	ENSP00000500601.1
55625	ENSG00000120896	14	ENSP00000240123.7
55647	ENSG00000137504	15	ENSP00000433459.1
55664	ENSG00000138100	14	ENSP00000369415.3
55690	ENSG00000167987	11	ENSP00000301765.5
55699	ENSG00000131051	24	ENSP00000253363.6
55730	ENSG00000152404	16	ENSP00000282251.5
55732	ENSG00000165973	19	ENSP00000349654.5
55738	ENSG00000186977	3	ENSP00000334985.2
55769	ENSG00000129991	13	ENSP00000341838.5
55788	ENSG00000126262	5	ENSP00000473159.1
55795	ENSG00000135312	7	ENSP00000358963.3
55804	ENSG00000162399	9	ENSP00000498282.1
55834	ENSG00000170523	3	ENSP00000293670.3
55853	ENSG00000171560	18	ENSP00000385981.3
55855	ENSG00000172867	4	ENSP00000310861.3
55864	ENSG00000181092	10	ENSP00000320709.2
55882	ENSG00000248746	6	ENSP00000426797.1
55888	ENSG00000090539	16	ENSP00000204604.1
55922	ENSG00000179148	10	ENSP00000400581.2
55939	ENSG00000187268	12	ENSP00000369999.3
55940	ENSG00000146618	3	ENSP00000275461.3
55944	ENSG00000213417	3	ENSP00000377583.2
55969	ENSG00000187516	7	ENSP00000339511.3
55999	ENSG00000147223	6	ENSP00000276173.4
56018	ENSG00000139679	16	ENSP00000482660.1
56023	ENSG00000185303	17	ENSP00000361400.2
56039	ENSG00000174586	11	ENSP00000311183.2
56094	ENSG00000179580	10	ENSP00000456566.1
56106	ENSG00000244537	3	ENSP00000366955.2
56108	ENSG00000111361	13	ENSP00000416250.2
56115	ENSG00000101367	9	ENSP00000364721.5
56139	ENSG00000165685	9	ENSP00000445582.2
56141	ENSG00000094796	5	ENSP00000251645.2
56142	ENSG00000132964	13	ENSP00000370938.3
56166	ENSG00000097046	13	ENSP00000234626.6
56199	ENSG00000253797	2	ENSP00000428619.1
56215	ENSG00000127946	17	ENSP00000336747.6
56245	ENSG00000169032	11	ENSP00000302486.5
56266	ENSG00000187079	20	ENSP00000334754.6
56271	ENSG00000212901	4	ENSP00000375430.1
56278	ENSG00000196811	13	ENSP00000374143.3
56360	ENSG00000162614	19	ENSP00000333938.7
56371	ENSG00000179841	8	ENSP00000378207.3
56381	ENSG00000104313	20	ENSP00000342626.3
56441	ENSG00000111052	8	ENSP00000447488.1
56442	ENSG00000196388	9	ENSP00000511805.1
56446	ENSG00000175514	2	ENSP00000310255.2
56463	ENSG00000102021	11	ENSP00000360988.3
56492	ENSG00000111077	18	ENSP00000369232.3
56495	ENSG00000187855	6	ENSP00000345420.5
56508	ENSG00000204919	1	ENSP00000367164.1
56528	ENSG00000170545	17	ENSP00000475068.1
56529	ENSG00000221837	7	ENSP00000381009.3
56532	ENSG00000185499	17	ENSP00000357377.3
56541	ENSG00000272804	3	ENSP00000476821.1
56544	ENSG00000167604	15	ENSP00000380109.1
56547	ENSG00000050730	16	ENSP00000057513.3
56582	ENSG00000105221	18	ENSP00000375892.2
56585	ENSG00000237289	10	ENSP00000413255.2
56614	ENSG00000169509	6	ENSP00000357779.3
56623	ENSG00000163380	16	ENSP00000414670.3
56631	ENSG00000143355	16	ENSP00000356357.4
56638	ENSG00000119403	15	ENSP00000363003.3
